NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,0.1544762,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,0.2100895,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,0.3032561,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,0.4052146,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,0.5053555,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,0.6060299,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,0.7017555,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,0.801229,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,0.9011773,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,1.009884,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,1.119251,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,1.205845,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,1.307029,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,1.406505,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,1.50597,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,1.606945,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,1.706191,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,1.806704,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,1.909675,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,5,13,23,27,2.006898,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,26.5,3,27.3,1,2,5,13,23,27,2.106292,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,26,3,27.3,0,2,5,13,23,27,2.201397,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,25.49999,3,27.3,0,2,5,13,23,27,2.304285,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,24.99999,3,27.3,0,2,5,13,23,27,2.405058,0
0,1,2,2,0,0.7075546,0.3085001,0.3085001,15,3,27,24.49999,3,27.3,0,2,5,13,23,27,2.505208,1
0,1,2,2,0,1.207554,0.3085001,0.3085001,15,3,27,23.99999,3,27.3,0,2,5,13,23,27,2.604754,1
0,1,2,2,0,1.707554,0.3085001,0.3085,15,3,27,23.49999,3,27.3,0,2,5,13,23,27,2.70464,1
0,1,2,2,0,2.207553,0.3085001,0.3085001,15,3,27,22.99998,3,27.3,0,2,5,13,23,27,2.805481,1
0,1,2,2,0,2.707553,0.3085001,0.3085001,15,3,27,22.49998,3,27.3,0,2,5,13,23,27,2.904775,1
0,1,2,2,0,3.207552,0.3085001,0.3085001,15,3,27,21.99998,3,27.3,0,2,5,13,23,27,3.004616,1
0,1,2,2,0,3.907552,0.3085001,0.3085001,15,3,27,21.29998,3,27.3,0,2,5,13,23,27,3.146754,1
0,1,2,2,0,4.207551,8.3085,0.3085001,15,3,27,20.99998,3,27.3,0,2,5,13,23,27,3.20642,1
0,1,2,1,0,4.707551,0.3085001,0.3075551,15,3,27,20.49998,3,27.3,0,2,5,13,23,27,3.306566,1
0,1,2,1,0,5.207551,0.3085001,0.3075551,15,3,27,19.99997,3,27.3,0,2,5,13,23,27,3.406261,1
0,1,2,1,0,5.707551,0.3085001,0.3075551,15,3,27,19.49997,3,27.3,0,2,5,13,23,27,3.5019,1
0,1,2,1,0,6.207554,0.3085001,0.3075551,15,3,27,18.99997,3,27.3,0,2,5,13,23,27,3.602892,1
0,1,2,1,0,6.707556,0.3085001,0.3075551,15,3,27,18.49997,3,27.3,0,2,5,13,23,27,3.70272,1
0,1,2,1,0,7.207557,0.3085001,0.3075551,15,3,27,17.99997,3,27.3,0,2,5,13,23,27,3.803031,1
0,1,2,1,0,7.70756,0.3085001,0.3075551,15,3,27,17.49996,3,27.3,0,2,5,13,23,27,3.902944,1
0,1,2,2,0,8.207561,0.3085001,0.3085001,15,3,27,16.99996,3,27.3,0,2,5,13,23,27,4.011175,1
0,1,2,2,0,8.707563,0.3085,0.3085,15,3,26.5,16.99996,3.5,27.3,0,2,5,13,23,27,4.102415,1
0,1,2,2,0,9.207565,0.3085001,0.3085001,15,3,26,16.99996,3.999999,27.3,0,2,5,13,23,27,4.209314,1
0,1,2,2,0,9.707567,0.3085001,0.3085001,15,3,25.49999,16.99996,4.499999,27.3,0,2,5,13,23,27,4.302752,1
0,1,2,1,0,10.20757,0.3085001,8.307555,15,3,24.99999,16.99996,4.999998,27.3,0,2,5,13,23,27,4.402798,1
