NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,13,11,25,0.1154926,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,13,11,25,0.2028333,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,13,11,25,0.3029404,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,13,11,25,0.4023548,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,13,11,25,0.5022802,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,13,11,25,0.6010506,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,13,11,25,0.7030063,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,13,11,25,0.8006867,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,13,11,25,0.9001913,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,13,11,25,1.00333,0
0,1,2,2,0,0.7075546,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,13,11,25,1.103272,1
0,1,2,2,0,1.107554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,13,11,25,1.200558,1
0,1,2,2,0,1.607554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,13,11,25,1.300278,1
0,1,2,2,0,2.107553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,13,11,25,1.400252,1
0,1,2,2,0,2.707553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,13,11,25,1.500958,1
0,1,2,2,0,3.107553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,13,11,25,1.600484,1
0,1,2,2,0,3.707552,0.3085001,0.3085,15,3,3,27,27,27,1,2,23,13,11,25,1.702755,1
0,1,2,2,0,4.107552,8.3085,0.3085001,15,3,3,27,27,27,1,2,23,13,11,25,1.800273,1
1,1,2,1,19.90756,4.707551,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,13,11,25,1.902424,1
1,1,2,1,19.40756,5.207551,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,13,11,25,2.002092,1
1,1,2,1,18.90756,5.707551,0.3085,0.3075551,15,3,3,26.5,27,27.3,1,2,23,13,11,25,2.1016,1
1,1,2,1,18.40756,6.207554,0.3085001,0.3075551,15,3,3,26,27,27.3,1,2,23,13,11,25,2.202871,1
1,1,2,1,17.90755,6.707556,0.3085001,0.3075551,15,3,3,25.49999,27,27.3,1,2,23,13,11,25,2.303005,1
1,1,2,1,17.40755,7.207557,0.3085001,0.3075551,15,3,3,24.99999,27,27.3,1,2,23,13,11,25,2.402371,1
1,1,2,1,16.90755,7.70756,0.3085,0.3075551,15,3,3,24.49999,27,27.3,1,2,23,13,11,25,2.502897,1
1,1,2,2,16.40755,8.207561,0.3085001,0.3085001,15,3,3,23.99999,27,27.3,1,2,23,13,11,25,2.602568,1
1,1,2,2,15.90755,8.707563,0.3085,0.3085001,15,3,3,23.49999,27,27.3,1,2,23,13,11,25,2.702303,1
1,1,2,2,15.40755,9.207565,0.3085001,0.3085001,15,3,3,22.99998,27,27.3,1,2,23,13,11,25,2.802413,1
1,1,2,2,14.90754,9.707567,0.3085001,0.3085001,15,3,3,22.49998,27,27.3,1,2,23,13,11,25,2.902021,1
1,1,2,1,14.40754,10.20757,0.3085001,8.307555,15,3,3,21.99998,27,27.3,1,2,23,13,11,25,3.001835,1
1,1,2,2,13.90754,10.70757,0.3085001,0.3085001,15,3,3,21.49998,27,27.3,1,2,23,13,11,25,3.103309,1
1,1,2,2,13.40754,11.20757,0.3085001,0.3085001,15,3,3,20.99998,27,27.3,1,2,23,13,11,25,3.203748,1
