NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,27,7,23,0.1092002,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,27,7,23,0.2010721,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,27,7,23,0.3020959,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,27,7,23,0.4025823,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,27,7,23,0.5004877,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,27,7,23,0.6009412,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,27,7,23,0.7019407,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,27,7,23,0.8017159,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,27,7,23,0.9022628,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,27,7,23,1.001368,0
0,1,2,1,0,0.6075547,0.3085001,8.307555,15,3,3,27,27,27,1,2,25,27,7,23,1.100598,1
0,1,2,2,0,1.107554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,27,7,23,1.203373,1
0,1,2,2,0,1.607554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,27,7,23,1.302871,1
0,1,2,2,0,2.107553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,27,7,23,1.402626,1
0,1,2,2,0,2.607553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,27,7,23,1.502445,1
0,1,2,2,0,3.107553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,27,7,23,1.603479,1
0,1,2,2,0,3.607552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,25,27,7,23,1.700453,1
0,1,2,2,0,4.107552,8.3085,0.3085001,15,3,3,27,27,27,1,2,25,27,7,23,1.800208,1
0,1,2,2,0,4.607551,8.3085,0.3085001,15,3,3,27,27,27,1,2,25,27,7,23,1.900136,1
1,1,2,1,19.50756,5.10755,0.3085001,0.3075551,15,3,3,27,27,27,1,2,25,27,7,23,2.002868,1
1,1,2,1,19.00756,5.607551,0.3085001,0.3075551,15,3,3,27.3,27,27,1,2,25,27,7,23,2.100512,1
1,1,2,1,18.50756,6.107553,0.3085001,0.3075551,15,3,3,27.3,27,27,1,2,25,27,7,23,2.20318,1
1,1,2,1,18.00756,6.607555,0.3085001,0.3075551,15,3,3,27.3,27,27,1,2,25,27,7,23,2.303128,1
1,1,2,1,17.50755,7.107557,0.3085001,0.3075551,15,3,3,27.3,27,27,1,2,25,27,7,23,2.402142,1
1,1,2,1,17.00755,7.607559,0.3085001,0.3075551,15,3,3,27.3,27,27,1,2,25,27,7,23,2.502274,1
1,1,2,2,16.50755,8.107561,0.3085001,0.3085001,15,3,3,27.3,27,27,1,2,25,27,7,23,2.601969,1
1,1,2,2,16.00755,8.607563,0.3085001,0.3085001,15,3,3,27.3,27,27,1,2,25,27,7,23,2.700078,1
1,1,2,2,15.50755,9.107565,0.3085001,0.3085001,15,3,3,27.3,27,27,1,2,25,27,7,23,2.802461,1
1,1,2,2,15.00754,9.607568,0.3085001,0.3085001,15,3,3,27.3,27,27,1,2,25,27,7,23,2.902636,1
1,1,2,1,14.50754,10.10757,0.3085001,8.307555,15,3,3,27.3,27,27,1,2,25,27,7,23,3.000951,1
1,1,2,1,14.00754,10.60757,0.3085001,8.307555,15,3,3,27.3,27,27,1,2,25,27,7,23,3.100808,1
1,1,2,2,13.50754,11.10757,0.3085001,0.3085001,15,3,3,27.3,27,27,1,2,25,27,7,23,3.200883,1
1,1,2,2,13.00754,11.60757,0.3085001,0.3085001,15,3,3,27.3,27,27,1,2,25,27,7,23,3.300837,1
1,1,2,2,12.50753,12.10758,0.3085001,0.3085001,15,3,3,27.3,27,27,1,2,25,27,7,23,3.400431,1
1,1,2,2,12.00753,12.60758,0.3085001,0.3085001,15,3,3,27.3,27,27,1,2,25,27,7,23,3.500322,1
1,1,2,2,11.50753,13.10758,0.3085001,0.3085001,15,3,3,27.3,27,27,1,2,25,27,7,23,3.602797,1
1,1,2,2,11.00753,13.60758,0.3085001,0.3085001,15,3,3,27.3,27,27,1,2,25,27,7,23,3.703531,1
1,1,1,1,10.50753,14.10758,2.307555,8.307555,15,3,3,27.3,27,27,1,2,25,27,7,23,3.802251,1
1,1,1,1,10.00753,14.60758,2.307555,8.307555,15,3,3,27.3,27,27,1,2,25,27,7,23,3.900406,1
1,1,2,2,9.507524,15.10759,0.3085001,0.3085001,15,3,3,27.3,27,27,1,2,25,27,7,23,4.000914,1
1,1,2,2,9.007522,15.60759,0.3085001,0.3085001,15,3,3.5,27.3,27,26.5,1,2,25,27,7,23,4.103719,1
1,1,2,2,8.50752,16.10759,0.3085001,0.3085001,15,3,3.999999,27.3,27,26,1,2,25,27,7,23,4.202876,1
1,1,2,2,8.007518,16.60759,0.3085001,0.3085001,15,3,4.499999,27.3,27,25.49999,1,2,25,27,7,23,4.302234,1
1,1,2,2,7.507515,17.10759,0.3085001,0.3085001,15,3,4.999998,27.3,27,24.99999,1,2,25,27,7,23,4.403501,1
1,1,2,2,7.007514,17.6076,0.3085001,0.3085001,15,3,5.499998,27.3,27,24.49999,1,2,25,27,7,23,4.500137,1
1,1,2,2,6.507512,18.1076,0.3085001,0.3085001,15,3,5.999997,27.3,27,23.99999,1,2,25,27,7,23,4.602436,1
1,1,2,2,6.00751,18.6076,0.3085001,0.3085001,15,3,6.499997,27.3,27,23.49999,1,2,25,27,7,23,4.702751,1
1,1,2,2,5.507508,19.1076,0.3085001,0.3085001,15,3,6.999996,27.3,27,22.99998,1,2,25,27,7,23,4.800121,1
1,1,2,2,5.007506,19.6076,0.3085001,0.3085001,15,3,7.499996,27.3,27,22.49998,1,2,25,27,7,23,4.902524,1
1,0,2,2,4.507504,0,0.3085001,0.3085001,15,3,7.999995,27.3,27,21.99998,1,2,25,27,7,23,5.00382,1
1,0,2,2,4.007503,0,0.3085001,0.3085001,15,3,8.499997,27.3,27,21.49998,1,2,25,27,7,23,5.100798,1
1,0,2,2,3.807502,0,0.3085001,0.3085001,15,3,8.999999,27.3,27,20.99998,1,2,25,27,7,23,5.202828,0
1,0,2,2,3.807502,0,0.3085001,0.3085001,15,3,9.500001,27.3,27,20.49998,0,2,25,27,7,23,5.301248,0
0,0,2,2,0,0,0.3085001,0.3085001,15,3,10,27.3,27,19.99997,0,2,25,27,7,23,5.400208,0
6,0,2,2,2.457698,0,0.3085001,0.3085001,15,3,10.5,27.3,27,19.49997,1,2,25,27,7,23,5.503979,0
6,0,2,2,2.457698,0,0.3085001,0.3085001,15,3,11.00001,27.3,27,18.99997,1,2,25,27,7,23,5.603685,0
0,0,2,2,0,0,0.3085001,0.3085001,15,3,11.60001,27.3,27,18.39997,0,2,25,27,7,23,5.70569,0
0,0,2,2,0,0,0.3085001,0.3085001,15,3,12.00001,27.3,27,17.99997,0,2,25,27,7,23,5.802884,0
0,0,2,2,0,0,0.3085001,0.3085001,15,3,12.50001,27.3,27,17.49996,0,2,25,27,7,23,5.900964,0
0,0,2,2,0,0,0.3085001,0.3085001,15,3,13.00001,27.3,27,16.99996,0,2,25,27,7,23,6.003575,0
1,0,2,2,3.5075,0,0.3085001,0.3085001,15,3,13.50002,27.3,27.3,16.99996,1,2,25,27,7,23,6.101492,1
1,0,2,2,3.007499,0,0.3085001,0.3085001,15,3,14.00002,27.3,27.3,16.99996,1,2,25,27,7,23,6.201836,1
1,0,2,2,2.507497,0,0.3085001,0.3085001,15,3,14.50002,27.3,27.3,16.99996,1,2,25,27,7,23,6.300961,1
1,0,2,2,2.007495,0,0.3085001,0.3085001,15,3,15.00002,27.3,27.3,16.99996,1,2,25,27,7,23,6.401989,1
1,0,2,2,1.507493,0,0.3085001,0.3085001,15,3,15.50002,27.3,27.3,16.99996,1,2,25,27,7,23,6.500088,1
1,0,2,2,1.007491,0,0.3085001,0.3085001,15,3,16.00002,27.3,27.3,16.99996,1,2,25,27,7,23,6.602544,1
1,0,6,1,0.6074894,0,4.157776,8.307555,15,3,16.50003,27.3,27.3,16.99996,1,2,25,27,7,23,6.70394,3
1,0,6,1,0.6074894,0,4.357778,8.607556,15,3,17.00003,27.3,27.3,16.99996,1,2,25,27,7,23,6.801318,3
1,2,0,1,0.6074894,0.008565661,0,9.107558,15,3,17.50003,27.3,27.3,16.99996,0,2,25,27,7,23,6.902357,3
1,2,0,1,0.6074894,0.008565661,0,9.60756,15,3,18.00003,27.3,27.3,16.99996,0,2,25,27,7,23,7.000917,3
1,2,0,1,0.6074894,0.008565661,0,10.10756,15,3,18.50003,27.3,27.3,16.99996,0,2,25,27,7,23,7.100012,3
1,2,0,1,0.6074895,0.008565661,0,10.60756,15,3,19.00004,27.3,27.3,16.99996,0,2,25,27,7,23,7.201416,3
1,2,0,1,0.6074894,0.008565661,0,11.10757,15,3,19.50004,27.3,27.3,16.99996,0,2,25,27,7,23,7.302615,3
1,2,0,1,0.6074894,0.008565661,0,11.60757,15,3,20.00004,27.3,27.3,16.99996,0,2,25,27,7,23,7.403012,3
1,1,0,1,0.6074895,4.007621,0,12.10757,15,3,20.50004,27.3,27.3,16.99996,0,2,25,27,7,23,7.502561,3
1,1,5,1,0.6074894,4.007621,10.38849,12.60757,15,3,100,100,27.3,16.99996,1,2,25,27,7,23,7.600056,3
1,2,5,1,0.6074894,0.008565661,10.68848,13.10757,15,3,100,100,27.3,16.99996,1,2,25,27,7,23,7.703496,3
1,2,5,1,0.6074894,0.008565661,10.98848,13.60758,15,3,100,100,27.3,16.99996,1,2,25,27,7,23,7.803106,3
1,2,1,1,0.6074894,0.008565661,10.50753,14.10758,15,3,100,100,27.3,16.99996,1,2,25,27,7,23,7.900822,3
