NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,3,7,23,0.1463946,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,3,7,23,0.203019,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,3,7,23,0.3027609,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,3,7,23,0.4032828,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,3,7,23,0.5024185,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,3,7,23,0.6026458,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,3,7,23,0.7037508,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,3,7,23,0.8023542,0
0,1,2,1,0,0.3075551,0.4085005,8.207555,15,3,3,27,27,27,1,2,19,3,7,23,0.9028065,4
2,1,2,1,0.3085001,0.3075551,0.9085024,7.707552,15,3,3,27,27,27,1,2,19,3,7,23,1.001893,4
2,1,2,1,0.3085001,0.3075551,1.508505,7.10755,15,3,3,27,27,27,1,2,19,3,7,23,1.111513,4
2,1,2,1,0.3085001,0.3075551,1.908506,6.707549,15,3,3,27,27,27,1,2,19,3,7,23,1.202272,4
2,1,2,1,0.3085001,0.3075551,2.408508,6.207547,15,3,3,27,27,27,1,2,19,3,7,23,1.301998,4
2,1,2,1,0.3085001,0.3075551,2.90851,5.707545,15,3,3,27,27,27,1,2,19,3,7,23,1.40247,4
2,1,2,1,0.3085001,0.3075551,3.408511,5.207544,15,3,3,27,27,27,1,2,19,3,7,23,1.501841,4
2,1,2,1,0.3085001,0.3075551,3.90851,4.707545,15,3,3,27,27,27,1,2,19,3,7,23,1.603304,4
2,1,2,1,10.3085,0.3075551,4.408509,4.207545,15,3,3,27,27,27,1,2,19,3,7,23,1.701963,4
2,1,2,1,0.3085001,0.3075551,4.908509,3.707546,15,3,3,27,27,27,1,2,19,3,7,23,1.803156,4
2,1,2,1,0.3085001,0.3075551,5.408509,3.207546,15,3,3,27,27,27,1,2,19,3,7,23,1.902847,4
2,1,2,1,0.3085001,0.3075551,5.908508,2.707547,15,3,3,27,27,27,1,2,19,3,7,23,2.002102,4
2,1,2,1,0.3085001,0.3075551,6.408508,2.207547,15,3,3,26.5,27,26.5,1,2,19,3,7,23,2.101682,4
2,1,2,1,0.3085,0.3075551,6.908508,1.707548,15,3,3,26,27,26,1,2,19,3,7,23,2.203756,4
2,1,2,1,0.3085001,0.3075551,7.408507,1.207548,15,3,3,25.49999,27,25.49999,1,2,19,3,7,23,2.30367,4
2,1,2,1,0.3085001,0.3075551,7.808506,0.8075483,15,3,3,24.99999,27,24.99999,1,2,19,3,7,23,2.404199,3
2,1,2,1,0.3085001,0.3075551,7.308507,1.307548,15,3,3,24.49999,27,24.49999,1,2,19,3,7,23,2.501502,3
2,1,2,1,0.3085001,0.3075551,6.808508,1.807548,15,3,3,23.99999,27,23.99999,1,2,19,3,7,23,2.603442,3
2,1,2,1,0.3085001,0.3075551,6.308508,2.307547,15,3,3,23.49999,27,23.49999,1,2,19,3,7,23,2.703303,3
2,1,2,1,0.3085001,0.3075551,5.808508,2.807547,15,3,3,22.99998,27,22.99998,1,2,19,3,7,23,2.801322,3
2,1,2,1,0.3085001,0.3075551,5.308509,3.307546,15,3,3,22.49998,27,22.49998,1,2,19,3,7,23,2.902264,3
2,1,2,1,0.3085001,0.3075551,4.808509,3.807546,15,3,3,21.99998,27,21.99998,0,2,19,3,7,23,3.002207,3
2,1,0,1,10.3085,0.3075551,0,4.407545,15,3,3,21.39998,27,21.39998,0,2,19,3,7,23,3.108547,3
2,1,0,1,0.3085001,0.3075551,0,4.807544,15,3,3,20.99998,27,20.99998,0,2,19,3,7,23,3.202606,3
2,1,0,1,0.3085001,0.3075551,0,5.307544,15,3,3,20.49998,27,20.49998,0,2,19,3,7,23,3.300987,3
2,1,2,1,0.3085001,0.3075551,3.708509,5.907546,15,3,3,19.89997,27,19.89997,0,2,19,3,7,23,3.410467,3
2,1,0,1,0.3085001,0.3075551,0,6.307547,15,3,3,19.49997,27,19.49997,0,2,19,3,7,23,3.500635,3
2,1,0,1,0.3085001,0.3075551,0,6.907549,15,3,3,18.89997,27,18.89997,0,2,19,3,7,23,3.615094,3
2,1,0,1,0.3085001,0.3075551,0,7.307551,15,3,3,18.49997,27,18.49997,0,2,19,3,7,23,3.702403,3
2,1,0,1,0.3085001,0.3075551,0,7.907553,15,3,3,17.89997,27,17.89997,0,2,19,3,7,23,3.809765,3
0,1,0,1,0,0.3075551,0,8.307555,15,3,3,17.49996,27,17.49996,0,2,19,3,7,23,3.901217,3
game over
